-0.670818,-0.004806,-0.829584,0.346431
-0.767177,-0.143283,-0.270690,0.259509
0.278739,-0.042735,-0.937177,0.881061
2.586996,0.074289,0.591385,0.729755
0.313945,0.578436,-0.044239,0.789506
-0.830169,0.851718,-0.856772,0.602489
-0.595295,0.524925,-0.139933,-0.308546
-0.059763,1.596846,-0.049925,0.600907
0.315719,-0.047851,-1.391835,-0.496557
-0.338059,0.904656,3.024204,-0.793848
-0.487506,0.901340,-0.662489,0.216671
-0.090214,0.521221,-0.678256,1.134471
-0.629446,1.915824,-1.101900,-0.295367
0.489781,1.592076,-1.797453,0.885708
-0.846024,1.776338,-1.337605,-0.780572
-1.771470,0.951015,-1.074503,-1.113214
-0.382348,0.665797,-1.410775,0.993564
-0.221435,2.005820,-0.949454,0.559606
-0.746050,1.392058,-0.760647,0.416853
-0.629592,1.256302,-0.817896,-0.459097
0.543395,1.205737,-0.042074,-0.327735
-0.598796,-0.545366,-0.315218,-1.205241
-0.257104,1.066652,-0.719674,0.295003
-0.792385,1.288993,-0.935320,0.965221
0.373661,0.478836,-1.301826,-0.597804
-0.592835,0.191733,-0.575662,0.293105
-0.456383,-1.720776,0.961406,-0.335772
-0.152877,0.223415,-1.041683,-0.394894
-0.880608,1.653235,-0.494063,-0.356404
0.957779,0.735007,-1.325817,1.223958
0.141210,1.827147,0.305327,-0.047442
-2.255883,-0.482665,-0.318472,0.343337
0.289329,0.262848,1.017825,-0.204032
1.687486,-0.528505,-1.041779,1.319848
-0.513437,-0.252058,-0.417635,0.965612
-0.038148,0.029253,1.209653,-1.007994
-0.433225,0.266114,-1.074202,-0.577981
0.909995,1.069132,-0.021928,0.373708
-1.534764,-0.932444,0.011625,0.013229
1.048552,0.459421,-0.751388,0.653929
-0.181591,0.736366,0.274830,0.465295
0.440697,0.795238,0.694249,0.703135
-1.595423,0.506156,-2.214934,-1.925533
-0.556529,0.977263,-0.946229,0.498651
-0.161727,0.388153,-0.773008,1.649077
-0.779318,0.865176,-1.043360,1.950075
-0.705837,0.789596,-0.675750,1.156020
-0.698025,0.646015,-0.473638,-1.470508
-1.034947,0.692939,0.744329,-0.668551
-0.382187,0.680483,-1.411379,-0.121610
0.307825,0.449765,-0.715636,0.294343
-0.919615,0.830052,-0.654482,0.386054
-0.428584,1.258551,-0.888900,-0.478372
-0.296746,-0.662062,-0.617326,0.916176
-0.470625,0.000246,-0.891140,-0.255986
2.060860,-1.241819,-0.694433,0.699936
2.850945,-1.803769,0.128606,-0.891963
2.543967,-2.191024,-0.360194,-0.134267
3.272704,-1.828272,-0.605396,-0.287700
0.217627,0.665970,-0.668934,-0.408642
0.121134,-0.373812,-0.450597,-0.658127
0.246930,0.254960,-0.354050,-0.247132
2.796794,-1.035434,0.036333,-0.720996
3.400870,-1.991871,-0.626793,-0.501638
0.854003,-0.369038,-0.093322,0.313252
1.657421,-0.974779,-0.281137,-0.487366
3.426457,-1.682536,-0.807575,-0.178392
3.123469,-2.182547,-0.188562,-0.054283
2.446283,-1.683041,-0.320702,-0.123248
2.854378,-1.692304,-0.575323,-0.303508
1.922293,-0.658201,-0.484127,-0.771239
2.261303,-1.418621,-0.470519,0.310167
-0.019274,-0.727380,-0.215254,-1.505144
3.371021,-2.097017,-0.629410,-0.710142
3.335870,-1.857885,-0.846065,-0.247510
3.269915,-2.064470,-0.695331,-0.679404
2.442137,-1.274819,-1.176422,-0.429778
1.049553,-0.271854,-0.398177,-0.452592
2.865776,-1.515449,-0.591105,-0.267212
3.590975,-2.187814,-0.700535,-0.311961
2.285509,-1.332298,-0.811342,-0.228222
3.364777,-1.939021,-0.418139,-0.341051
-1.185368,0.621109,-0.943512,0.507791
0.852602,-1.270861,-0.141739,0.861091
3.136239,-1.675082,-0.897726,-0.308100
1.059259,-0.143138,-0.820698,-0.077666
-1.597664,-0.557459,0.568520,-0.802653
-2.795165,0.442899,-0.381842,1.474038
2.744646,-1.794516,-0.138010,-0.116425
0.025063,-0.423955,-0.826118,1.477764
-0.414317,0.570154,-0.341822,-0.311605
-0.785348,3.241346,2.194212,0.937454
-0.614791,1.275045,-0.103296,1.278151
1.690405,0.061022,-0.436735,0.520179
0.358314,-0.057215,0.503872,-1.089493
-0.840511,0.380425,0.022758,0.480104
-2.173493,3.752190,2.010066,1.225902
-2.784882,0.465715,0.209413,-0.708793
2.270087,-1.599039,0.101135,0.335277
1.427537,-0.840584,-0.228342,-0.054099
1.585178,-0.598045,0.680351,0.495396
3.069074,-1.719330,0.499954,-0.256428
3.694578,-2.219226,-0.739273,-0.410350
3.612140,-1.985663,-0.530770,-0.418703
2.788021,-1.429493,-0.786927,0.143871
2.701715,-1.407969,-0.406045,-0.162348
2.268825,-1.418225,-0.719040,-0.829974
2.782831,-1.642556,-0.507652,-0.786922
0.568807,-0.883889,0.026394,-0.005278
2.021203,-1.132523,-0.425384,-0.028882
3.329143,-1.531226,-0.574444,-0.304506
1.495197,-1.187851,-0.416178,-0.532801
0.695038,0.154321,-0.095366,-0.716119
-0.767721,-0.760855,-0.153011,-1.001119
0.866565,2.581013,-0.907451,-0.049345
-0.634739,1.546050,-0.148994,-0.918250
-0.244957,1.532813,-1.085660,1.271377
0.187332,1.753424,-1.068804,-0.151941
0.119051,0.762511,-1.334046,-0.703572
1.083384,1.794550,-0.459387,-0.710445
-0.300712,1.032876,-1.062387,2.782533
-0.705482,0.012756,0.704332,0.268405
0.049425,0.544698,-1.340972,-0.247093
-0.231196,2.163157,0.079009,-0.046520
-0.135062,1.625930,-1.790787,0.613844
1.083832,1.119116,-1.341407,0.734910
-0.376088,0.062633,1.248145,0.783045
-0.371361,-1.310229,0.418585,0.528715
-0.007153,-0.033524,-1.760315,0.869109
0.462249,1.946947,-1.239755,0.525140
-1.117427,0.569048,-2.186722,-0.642317
1.058606,0.237718,-0.853243,0.230040
1.361621,1.359107,0.443054,0.086503
-0.646950,1.806151,-2.101400,0.595886
-0.605290,0.722877,-0.693189,1.210219
0.425468,1.056258,-1.005653,0.083146
0.186415,1.327696,0.051666,-0.595804
-0.593197,0.635857,-1.543354,-0.624206
-0.265533,0.328021,0.670247,-1.200336
0.837827,1.684424,-1.969087,1.386445
0.234399,1.697018,-1.750564,0.738623
-0.046282,1.512974,-0.402369,0.185316
0.440905,1.554510,-1.229916,-0.567792
0.475788,1.506439,-0.819159,0.811654
0.608493,1.345307,-1.259257,1.593649
-0.805537,-0.539421,-0.821300,-0.077299
0.409102,-0.032783,-1.853558,1.116415
1.064016,-0.553943,-0.477038,0.170114
-0.211828,0.555872,-1.064831,0.234946
-2.105182,0.465529,-2.216615,0.040075
-0.226573,1.828330,0.895234,-1.042086
-2.325389,-0.184012,-1.227711,0.253884
0.234935,1.615254,-2.185180,0.650376
-0.216865,0.996157,-0.268310,0.952732
-0.335156,0.991539,-1.713087,1.451407
0.746552,1.240648,-0.808442,0.410916
-0.445200,0.870586,-1.655049,0.110445
-0.706005,0.674678,-1.143837,0.970057
-0.259561,1.460022,-1.775838,0.899081
-0.059692,1.149661,-0.700525,-0.240075
0.911350,1.166404,-1.325911,1.725081
-0.336531,0.547304,-1.876807,0.274041
0.365389,1.347166,-1.784783,1.122306
-1.961557,-2.160652,-0.170156,1.588892
0.219637,-0.903574,0.886223,1.628769
-2.218779,-2.335110,0.047939,1.857625
-1.727239,-1.251086,0.203527,1.176728
-0.392858,-0.572196,-0.175293,0.640817
-1.938034,-2.625930,0.137507,2.302782
-1.482806,-1.491174,0.645725,0.648611
1.284975,2.169084,0.295096,-1.323230
-2.261033,-0.007938,-0.692597,-0.809988
0.854414,1.882494,-1.413761,-1.967861
-0.453762,-1.750532,0.495030,0.860133
-0.442954,-2.260863,-0.164594,1.729163
-0.790449,-0.747742,0.073686,0.600157
0.838076,1.342237,-0.674220,-0.597819
0.502962,1.230186,-0.137979,-1.238943
-0.143679,-0.469819,0.442069,1.687312
-0.116285,-0.182105,-0.862202,0.637684
0.060123,0.876672,0.783451,-1.156201
-0.276871,-0.493087,1.278038,0.144107
-1.202395,0.833042,-0.363064,-0.798614
-1.392699,-0.947650,-0.123302,0.119650
-1.522692,-0.924346,-0.011512,-0.670511
-1.083028,-0.794424,0.080161,0.703230
-2.130702,-1.360998,-0.716120,0.641549
0.775067,2.472444,-1.504248,-1.626877
-1.885309,-1.961071,-0.231407,-0.195186
-1.060067,-1.466433,0.494746,0.938730
-2.484361,-2.771268,0.731679,1.788023
-2.482407,-2.891527,0.595886,1.923029
-1.786041,-2.420469,0.284089,1.223771
-1.221920,-0.555201,-0.194135,1.670094
-2.221631,-2.576929,0.481910,2.490635
-1.080380,-1.353121,-0.427594,0.825830
-1.997725,-2.872444,0.066012,2.016666
-1.350212,-2.571889,0.454869,1.601092
-1.541153,-2.289106,0.555414,1.454286
-2.430461,-2.819033,0.319984,2.287668
-1.589440,-2.550672,0.463002,1.130443
-1.647516,-2.369036,0.614988,1.547365
-1.274240,-2.500587,0.356481,1.110771
-1.562825,-1.951831,0.647260,1.635576
-1.279235,-1.579365,-0.054856,1.548201
-1.209261,-1.895488,1.082495,0.138611
-1.901386,-1.474581,-0.393273,-0.914745
-0.866608,-1.334906,0.533347,0.258775
-1.180141,-1.840700,0.826944,1.412006
1.364097,1.409500,-0.565326,0.113494
-1.921739,-2.819510,0.442516,1.969783
-0.885733,-2.041272,0.374310,1.414142
-1.203524,-1.379861,0.041482,0.554394
-2.293183,-2.774992,0.065237,1.749908
-1.107651,-1.821602,0.417070,1.192811
-1.049190,-0.672341,0.706917,-3.247085
-0.718748,0.778869,1.490359,-1.294189
-1.027273,-0.317351,0.743990,-1.857628
-0.694197,-0.349929,0.656632,-2.376401
-0.534270,-0.250921,0.352357,-2.276463
-0.409573,-0.774349,0.479970,-0.940218
-1.061941,-0.068713,0.318452,-2.021680
-0.246775,-0.133631,-0.091657,-2.220100
-0.456218,-0.584392,0.631442,-3.154459
-1.419281,-0.522798,0.688677,-2.892230
-0.600119,-0.440659,0.260186,-2.243541
-1.128461,-0.350781,1.120918,-3.278583
-0.316331,-1.135683,0.789522,-1.203205
-0.327146,0.136202,0.285209,-1.126657
-0.215595,-0.324308,0.329525,-2.044184
-0.345419,0.419380,0.792909,-1.038929
-0.334694,-0.430039,-0.074670,-2.406563
-0.915499,-0.393023,0.499043,-3.003462
-0.185443,0.656323,0.355888,-1.345243
-1.171047,-0.705425,0.541193,-2.656852
0.056646,-0.198412,0.302292,-1.107321
-0.351201,0.516643,0.733351,-1.630261
-1.176209,-0.159426,0.715526,-3.487741
-1.172019,-0.230255,-0.209632,-0.288258
-1.137209,-0.138941,0.681423,-2.315709
-0.586331,-1.217335,1.379318,-0.422568
-1.909183,-1.923113,-0.107092,0.834835
-1.270149,0.309764,-0.047411,-1.462040
-0.307322,-0.748820,-0.076986,0.862328
-1.675379,-0.770252,1.278656,-0.884161
-1.245507,0.535116,0.454382,-2.310222
-0.216617,-0.544562,0.809337,-1.214637
0.388614,-0.303086,0.747383,-0.231326
-0.475794,-0.675193,0.667554,-2.197270
0.125172,0.476357,-0.645724,0.832385
-0.810915,-0.114255,-0.674654,2.507380
0.150263,0.825339,-1.379843,-0.466286
-1.255456,0.261539,-1.040765,-1.557662
0.399186,1.222760,0.603347,-0.621461
-0.761950,-0.027220,-0.371806,0.205038
-0.121253,1.428963,-1.106008,1.289533
-0.115670,1.009017,-0.245899,-0.304729
-0.023155,0.774222,0.194505,-0.292117
-0.996076,0.970401,0.350744,1.235811
-0.236510,0.263752,-0.438433,-1.019066
-0.372303,-0.449812,0.840342,-1.617961
-0.639792,0.740847,-0.126736,-0.460284
-0.930561,1.567830,-1.387984,0.274135
-0.357619,0.166742,-0.367413,0.979898
0.922573,2.807132,-3.719409,3.034651
-1.238949,-1.344891,-0.206009,0.599304
-0.376789,-0.190722,0.616419,-0.926805
-0.819857,0.921327,-1.830212,0.838626
-0.807681,-0.873869,0.752304,-0.659740
-0.851900,0.246949,0.265488,-1.926904
-0.645736,-0.061387,0.720600,-1.690211
-0.892627,-0.544023,-0.096831,-1.949738
-1.025382,0.613161,-0.353990,-2.335155
-0.979629,-0.194251,0.498356,-2.027100
-0.961288,-0.396545,0.627577,-2.949101
-1.106409,-0.582476,0.911935,-2.600302
-0.644732,-1.164622,0.626104,-2.488157
-1.382526,-0.784613,0.714773,-1.452211
-0.530898,-0.087058,0.436920,-2.868098
0.121249,-0.788602,1.336420,-1.014625
1.012615,1.256350,3.742404,1.118867
1.289804,0.847682,2.809469,1.513846
1.168423,1.410664,3.763381,1.281099
1.195969,1.229557,3.599833,1.047241
0.547976,1.297870,2.555511,-0.042702
-0.279572,0.819183,2.630653,1.089438
-0.484045,0.922576,-0.019088,-0.239361
0.999677,0.931622,-2.104200,0.777020
-0.459615,0.208550,1.854585,-0.306169
-0.211425,1.176044,-1.226688,-0.323159
0.934244,1.665049,2.361192,0.609002
1.110686,1.755753,3.945751,1.157746
0.606096,1.842180,-0.244720,0.315500
0.516709,1.373236,2.424758,-0.716382
-0.001663,0.644283,0.560417,0.378034
1.043479,0.514994,2.061433,-0.223246
-0.147050,0.388213,-0.437402,0.347953
